,P_LRMS_QUEUING,P_LRMS_RUNNING,P_LRMS_SUBMITTING,P_PMGR_QUEUING,P_PMGR_SCHEDULING,experiment,hid,pid,sid
1677,113.32069993,4133.91100001,67.6737999916,0.095400094986,0.353600025177,exp6,bu.edu,pilot.0029,rp.session.radical.mturilli.017093.0000
1678,97.9532999992,4149.27839994,67.6737999916,0.095400094986,0.353600025177,exp6,bu.edu,pilot.0030,rp.session.radical.mturilli.017093.0000
1679,130.350099802,4116.88160014,67.6737999916,0.095400094986,0.353600025177,exp6,bu.edu,pilot.0031,rp.session.radical.mturilli.017093.0000
1680,133.05009985,4114.18160009,67.6737999916,0.095400094986,0.353600025177,exp6,bu.edu,pilot.0032,rp.session.radical.mturilli.017093.0000
1681,102.186300039,4145.0453999,67.6737999916,0.095400094986,0.353600025177,exp6,bu.edu,pilot.0033,rp.session.radical.mturilli.017093.0000
1682,117.721099854,4129.51060009,67.6737999916,0.095400094986,0.353600025177,exp6,bu.edu,pilot.0034,rp.session.radical.mturilli.017093.0000
1683,133.294699907,4113.93700004,67.6737999916,0.095400094986,0.353600025177,exp6,bu.edu,pilot.0035,rp.session.radical.mturilli.017093.0000
1684,,,67.6737999916,0.095400094986,0.353600025177,exp6,xd-login.opensciencegrid.org,pilot.0036,rp.session.radical.mturilli.017093.0000
1685,180.285599947,4066.9461,67.6737999916,0.095400094986,0.353600025177,exp6,usatlas.bnl.gov,pilot.0037,rp.session.radical.mturilli.017093.0000
1686,,,67.6737999916,0.095400094986,0.353600025177,exp6,xd-login.opensciencegrid.org,pilot.0038,rp.session.radical.mturilli.017093.0000
1687,,,67.6737999916,0.095400094986,0.353600025177,exp6,xd-login.opensciencegrid.org,pilot.0039,rp.session.radical.mturilli.017093.0000
1688,173.403800011,4073.82789993,67.6737999916,0.095400094986,0.353600025177,exp6,n0x.10.2.x.x,pilot.0040,rp.session.radical.mturilli.017093.0000
1689,,,67.6737999916,0.095400094986,0.353600025177,exp6,xd-login.opensciencegrid.org,pilot.0041,rp.session.radical.mturilli.017093.0000
1690,,,67.6737999916,0.095400094986,0.353600025177,exp6,xd-login.opensciencegrid.org,pilot.0042,rp.session.radical.mturilli.017093.0000
1691,,,67.6737999916,0.095400094986,0.353600025177,exp6,xd-login.opensciencegrid.org,pilot.0043,rp.session.radical.mturilli.017093.0000
1692,,,67.6737999916,0.095400094986,0.353600025177,exp6,xd-login.opensciencegrid.org,pilot.0044,rp.session.radical.mturilli.017093.0000
1693,173.446699858,4073.78500009,67.6737999916,0.095400094986,0.353600025177,exp6,n0x.10.2.x.x,pilot.0045,rp.session.radical.mturilli.017093.0000
1694,,,67.6737999916,0.095400094986,0.353600025177,exp6,xd-login.opensciencegrid.org,pilot.0046,rp.session.radical.mturilli.017093.0000
